Library,Prefix,Company
com.instagram.payout,com.instagram,
com.instagram.pendingmedia,com.instagram,
com.instagram.perf,com.instagram,
com.instagram.preferences,com.instagram,
com.instagram.preloads,com.instagram,
com.instagram.privacy,com.instagram,
com.instagram.process,com.instagram,
com.instagram.profile,com.instagram,
com.instagram.projects,com.instagram,
com.instagram.quickpromotion,com.instagram,
com.instagram.quicksnap,com.instagram,
com.instagram.react,com.instagram,
com.instagram.realtimeclient,com.instagram,
com.instagram.reels,com.instagram,
com.instagram.registration,com.instagram,
com.instagram.release,com.instagram,
com.instagram.repository,com.instagram,
com.instagram.reposts,com.instagram,
com.instagram.rtc,com.instagram,
com.instagram.save,com.instagram,
com.instagram.schools,com.instagram,
com.instagram.search,com.instagram,
com.instagram.security.attestation,com.instagram,
com.instagram.service,com.instagram,
com.instagram.settings,com.instagram,
com.instagram.share,com.instagram,
com.instagram.shopping,com.instagram,
com.instagram.sponsored,com.instagram,
com.instagram.sup,com.instagram,
com.instagram.survey,com.instagram,
com.instagram.tagging,com.instagram,
com.instagram.traffic.nts,com.instagram,
com.instagram.ui,com.instagram,
com.instagram.unifieddatamodel,com.instagram,
com.instagram.upcomingevents.common,com.instagram,
com.instagram.urlhandlers,com.instagram,
com.instagram.user,com.instagram,
com.instagram.util,com.instagram,
com.instagram.uxlogging,com.instagram,
com.instagram.video,com.instagram,
com.instagram.wearable.warp,com.instagram,
com.instagram.wellbeing,com.instagram,
com.instagram.xme,com.instagram,
com.instagram.zero,com.instagram,
com.intercom.composer,com.intercom,
com.interfun.buz,com.interfun,
com.intergi.playwiremobile,com.intergi,
com.intergi.playwiresdk,com.intergi,
com.intlgame.api,com.intlgame,
com.intlgame.core,com.intlgame,
com.intlgame.foundation,com.intlgame,
com.intlgame.tools,com.intlgame,
com.intlgame.video,com.intlgame,
com.intlgame.zxing,com.intlgame,
com.ionspin.kotlin.bignum,com.ionspin,
com.ipqualityscore.FraudEngine,com.ipqualityscore,
com.ipqualityscore.fraudengine,com.ipqualityscore,
com.ironsource.1,com.ironsource,
com.ironsource.adapters,com.ironsource,
com.ironsource.adqualitysdk.sdk,com.ironsource,
com.ironsource.environment,com.ironsource,
com.ironsource.mediationsdk,com.ironsource,
com.ironsource.sdk,com.ironsource,
com.ishumei.O000O00000OoO,com.ishumei,
com.ishumei.l111l11111Il,com.ishumei,
com.ishumei.l111l11111lIl,com.ishumei,
com.ishumei.smantifraud,com.ishumei,
com.ishumei.smrtasr,com.ishumei,
com.isseiaoki.simplecropview,com.isseiaoki,
com.itextpdf.text,com.itextpdf,
com.itgsa.opensdk,com.itgsa,
com.itop.gcloud.msdk,com.itop,
com.itop.gcloud.msdk.popup,com.itop,
com.itop.imsdk,com.itop,
com.itxca.spannablex,com.itxca,
com.iubenda.iab,com.iubenda,
com.ive.chat,com.ive,
com.ive.customview,com.ive,
com.ive.database,com.ive,
com.ive.newcall,com.ive,
com.ive.newchat,com.ive,
com.ive.ui,com.ive,
com.iyao.eastat,com.iyao,
com.izuiyou.analytics,com.izuiyou,
com.izuiyou.auth,com.izuiyou,
com.izuiyou.common,com.izuiyou,
com.izuiyou.image,com.izuiyou,
com.izuiyou.media,com.izuiyou,
com.izuiyou.network,com.izuiyou,
com.izuiyou.push,com.izuiyou,
com.izuiyou.util,com.izuiyou,
com.izuiyou.webview,com.izuiyou,
com.j256.ormlite,com.j256,
com.jacobibanez.plugin.android.godotplaygameservices,com.jacobibanez,
com.jagex.mobilesdk,com.jagex,
com.jaiselrahman.filepicker,com.jaiselrahman,
com.jakewharton.retrofit2,com.jakewharton,
com.jakewharton.rxbinding,com.jakewharton,
com.jakewharton.rxbinding2,com.jakewharton,
com.jakewharton.rxbinding3,com.jakewharton,
com.jakewharton.rxbinding4,com.jakewharton,
com.jarvan.fluwx,com.jarvan,
com.jasonette.seed,com.jasonette,
com.jayway.jsonpath,com.jayway,
com.jbro129.tmanager,com.jbro129,
com.jdpaysdk.author,com.jdpaysdk,
com.je.natives,com.je,
com.je.sdks,com.je,
com.jeremyliao.liveeventbus,com.jeremyliao,
com.joanzapata.iconify,com.joanzapata,
com.jodelapp.jodelandroidv3,com.jodelapp,
com.jodelapp.jodelandroidv4,com.jodelapp,
com.joym.gamecenter.sdk.offline,com.joym,
com.joym.sdk,com.joym,
com.jph.takephoto,com.jph,
com.jude.easyrecyclerview,com.jude,
com.jude.rollviewpager,com.jude,
com.juxiao.androidx,com.juxiao,
com.juxiao.androidx.international,com.juxiao,
com.juxiao.library_ninephoto,com.juxiao,
com.juxiao.library_utils,com.juxiao,
com.jvziyaoyao.scale,com.jvziyaoyao,
com.jzxiang.pickerview,com.jzxiang,
com.kabam.thirdparty,com.kabam,
com.kakao.kakaolink,com.kakao,
com.kakao.network,com.kakao,
com.kakao.sdk,com.kakao,
com.kakao.util,com.kakao,
com.kakaogame.auth,com.kakaogame,
com.kakaogame.log,com.kakaogame,
com.kakaogame.promotion,com.kakaogame,
com.kakaogame.server,com.kakaogame,
com.karakkara.api,com.karakkara,
com.karakkara.chat,com.karakkara,
com.karakkara.customview,com.karakkara,
com.karakkara.database,com.karakkara,
com.karakkara.newcall,com.karakkara,
com.karakkara.ui,com.karakkara,
com.karics.library.zxing,com.karics,
com.karumi.dexter.listener,com.karumi,
com.kddi.market,com.kddi,
com.kelin.mvvmlight,com.kelin,
com.kernel.finch,com.kernel,
com.ketch.android,com.ketch,
com.kidoz.sdk,com.kidoz,
com.kids360.appBlocker.presentation,com.kids360,
com.king.camera.scan,com.king,
com.king.logx,com.king,
com.king.zxing,com.king,
com.kingja.loadsir,com.kingja,
com.kingsoft.seasun.android,com.kingsoft,
com.kismia.app,com.kismia,
com.kismia.base,com.kismia,
com.kismia.data,com.kismia,
com.kismia.onboarding,com.kismia,
com.kismia.view.custom,com.kismia,
com.kizitonwose.calendar,com.kizitonwose,
com.kizitonwose.calendar.view.internal,com.kizitonwose,
com.kk.taurus.playerbase,com.kk,
com.klab.jackpot,com.klab,
com.km.media,com.km,
com.kochava.core,com.kochava,
com.kochava.tracker,com.kochava,
com.kongqw.network.monitor,com.kongqw,
com.kongzue.dialogx,com.kongzue,
com.kooapps.helpchatter,com.kooapps,
com.kooapps.unityplugins,com.kooapps,
com.koushikdutta.async,com.koushikdutta,
com.koushikdutta.ion,com.koushikdutta,
com.kpadplayer.general,com.kpadplayer,
com.kpadplayer.sdk,com.kpadplayer,
com.kr.libcommon,com.kr,
com.kr.pay,com.kr,
com.kr.sdk,com.kr,
com.kr.share,com.kr,
com.krgame.tk,com.krgame,
com.kscorp.oversea,com.kscorp,
com.ksztone.litdownloader,com.ksztone,
com.ksztone.oneapm,com.ksztone,
com.kuaishou.client.log,com.kuaishou,
com.kuaishou.protobuf.log,com.kuaishou,
com.kugou.yinsuda,com.kugou,
com.kumobius.android,com.kumobius,
com.kunminx.architecture,com.kunminx,
com.kuro.data,com.kuro,
com.kwad.components,com.kwad,
com.kwad.framework,com.kwad,
com.kwad.library,com.kwad,
com.kwad.sdk,com.kwad,
com.kwai.adclient.kscommerciallogger,com.kwai,
com.kwai.klw.runtime,com.kwai,
com.kwai.koom,com.kwai,
com.kwai.middleware,com.kwai,
com.kwai.oversea,com.kwai,
com.kwai.performance.fluency.startup.scheduler,com.kwai,
com.kwai.video,com.kwai,
com.launchdarkly.sdk,com.launchdarkly,
com.lavendrapp.lavendr,com.lavendrapp,
com.layla.lib_base,com.layla,
com.layla.module_call,com.layla,
com.layla.module_finance,com.layla,
com.layla.module_im,com.layla,
com.layla.module_login,com.layla,
com.layla.module_main,com.layla,
com.layla.module_match,com.layla,
com.layla.module_moment,com.layla,
com.layla.module_user,com.layla,
com.layla.module_voice,com.layla,
com.lcodecore.tkrefreshlayout,com.lcodecore,
com.leon.channel,com.leon,
com.leon.lfilepickerlibrary,com.leon,
com.letterboxd.api,com.letterboxd,
com.letterboxd.letterboxd.api,com.letterboxd,
com.letterboxd.letterboxd.ui,com.letterboxd,
com.levibostian.shutter_android,com.levibostian,
com.lgame.orejsnj,com.lgame,
com.lib.adtrackingbase,com.lib,
com.lib.im,com.lib,
com.lib.videoplayer,com.lib,
com.library.revenew,com.library,
com.linc.amplituda,com.linc,
com.linecorp.elsa,com.linecorp,
com.linecorp.flutter_line_sdk,com.linecorp,
com.linecorp.linesdk,com.linecorp,
com.linecorp.planetkit,com.linecorp,
com.linkedin.android.litr,com.linkedin,
com.linkedin.android.spyglass,com.linkedin,
com.linkedin.audiencenetwork,com.linkedin,
com.linksdk.im.liveim.impb,com.linksdk,
com.linksdk.linkcore,com.linksdk,
com.lioncomsoft.triple.presentation,com.lioncomsoft,
com.lit.app,com.lit,
com.lit.core,com.lit,
com.lit.debugtool,com.lit,
com.lit.litcomposebase,com.lit,
com.litao.slider,com.litao,
com.litatom.emoji,com.litatom,
com.litatom.librank,com.litatom,
com.liteav.audio2,com.liteav,
com.litesuits.orm,com.litesuits,
com.litmatch.network,com.litmatch,
com.liulishuo.filedownloader,com.liulishuo,
com.liulishuo.okdownload,com.liulishuo,
com.liulishuo.okdownload.core,com.liulishuo,
com.live.bottommenu,com.live,
com.live.common,com.live,
com.live.core,com.live,
com.live.dailytask,com.live,
com.live.entry,com.live,
com.live.fusi,com.live,
com.live.fuxin,com.live,
com.live.gift,com.live,
com.live.greedycatmini,com.live,
com.live.honey,com.live,
com.live.hourlist,com.live,
com.live.lwchat,com.live,
com.live.msg,com.live,
com.live.noble,com.live,
com.live.operation,com.live,
com.live.pk,com.live,
com.live.playcenter,com.live,
com.live.playlettask,com.live,
com.live.redpacket,com.live,
com.live.respackage,com.live,
com.live.sidebar,com.live,
com.live.soulchill,com.live,
com.live.sticker,com.live,
com.live.task,com.live,
com.live.toolbox,com.live,
com.live.treasurebox,com.live,
com.live.vote,com.live,
com.live.warning,com.live,
com.live.wishgift,com.live,
com.live17.anim.player,com.live17,
com.live17.biz,com.live17,
com.live17.core,com.live17,
com.live17.splus,com.live17,
com.live2d.sdk.cubism,com.live2d,
com.livecore.videoarch,com.livecore,
com.livekit.reactnative,com.livekit,
com.liveramp.ats,com.liveramp,
com.liveramp.identity.bloom,com.liveramp,
com.liveverse.diandian,com.liveverse,
com.livex.soulchill.planet,com.livex,
com.lizhi.component,com.lizhi,
com.lizhi.fm,com.lizhi,
com.lizhi.idl,com.lizhi,
com.lizhi.im5,com.lizhi,
com.lizhi.itnet,com.lizhi,
com.lky.toucheffectsmodule,com.lky,
com.llfbandit.record,com.llfbandit,
com.lllibset.LLSocialGPGS,com.lllibset,
com.locket.Locket,com.locket,
com.lokalise.sdk,com.lokalise,
com.looksery.sdk,com.looksery,
com.loper7.date_time_picker,com.loper7,
com.lottiefiles.dotlottie.core,com.lottiefiles,
com.love.vone,com.love,
com.lovenes.moment,com.lovenes,
com.lovense.btservice,com.lovense,
com.lovense.mlkitvision,com.lovense,
com.lovoo.abtests,com.lovoo,
com.lovoo.admin,com.lovoo,
com.lovoo.ads,com.lovoo,
com.lovoo.ageverification,com.lovoo,
com.lovoo.android,com.lovoo,
com.lovoo.api,com.lovoo,
com.lovoo.app,com.lovoo,
com.lovoo.auth,com.lovoo,
com.lovoo.banner,com.lovoo,
com.lovoo.base,com.lovoo,
com.lovoo.bestpicks,com.lovoo,
com.lovoo.billing,com.lovoo,
com.lovoo.blocking,com.lovoo,
com.lovoo.boost,com.lovoo,
com.lovoo.botninja,com.lovoo,
com.lovoo.chat,com.lovoo,
com.lovoo.compose,com.lovoo,
com.lovoo.connections,com.lovoo,
com.lovoo.consent,com.lovoo,
com.lovoo.core,com.lovoo,
com.lovoo.credits,com.lovoo,
com.lovoo.dailysurprise,com.lovoo,
com.lovoo.dashboard,com.lovoo,
com.lovoo.data,com.lovoo,
com.lovoo.di,com.lovoo,
com.lovoo.domain,com.lovoo,
com.lovoo.email.confirmation,com.lovoo,
com.lovoo.fcm,com.lovoo,
com.lovoo.feature,com.lovoo,
com.lovoo.feed.models,com.lovoo,
com.lovoo.ftx,com.lovoo,
com.lovoo.icebreaker,com.lovoo,
com.lovoo.krop,com.lovoo,
com.lovoo.live,com.lovoo,
com.lovoo.location,com.lovoo,
com.lovoo.match,com.lovoo,
com.lovoo.message,com.lovoo,
com.lovoo.missingdata,com.lovoo,
com.lovoo.nearby,com.lovoo,
com.lovoo.network,com.lovoo,
com.lovoo.notification,com.lovoo,
com.lovoo.onboarding,com.lovoo,
com.lovoo.permission,com.lovoo,
com.lovoo.persistence,com.lovoo,
com.lovoo.profile,com.lovoo,
com.lovoo.recyclerview,com.lovoo,
com.lovoo.register.rollercoaster,com.lovoo,
com.lovoo.reminder,com.lovoo,
com.lovoo.reporting,com.lovoo,
com.lovoo.routing,com.lovoo,
com.lovoo.searchfilter,com.lovoo,
com.lovoo.secondchance,com.lovoo,
com.lovoo.settings,com.lovoo,
com.lovoo.signin,com.lovoo,
com.lovoo.social,com.lovoo,
com.lovoo.tracking,com.lovoo,
com.lovoo.ui,com.lovoo,
com.lovoo.user,com.lovoo,
com.lovoo.verification,com.lovoo,
com.lovoo.view,com.lovoo,
com.lucasjosino.on_audio_query,com.lucasjosino,
com.luck.camerax,com.luck,
com.luck.lib.camerax,com.luck,
com.luck.picture,com.luck,
com.luck.picture.lib,com.luck,
com.lufficc.lightadapter,com.lufficc,
com.lw.lwchat.activitylib,com.lw,
com.lwchat.calltab,com.lwchat,
com.lwchat.chat.mine,com.lwchat,
com.lwchat.common,com.lwchat,
com.lwchat.lwchat.lwchat.home,com.lwchat,
com.lwchat.lwchat.lwchat.store,com.lwchat,
com.lwchat.lwchat.room,com.lwchat,
com.lwchat.personalpage,com.lwchat,
com.lwchat.service,com.lwchat,
com.lwchat.voice,com.lwchat,
com.lwchatlive.lwchat.family,com.lwchatlive,
com.lwchatlive.sgvie.badge,com.lwchatlive,
com.lwchatlw.lwchat,com.lwchatlw,
com.lxj.xpopup,com.lxj,
com.lynx.jsbridge,com.lynx,
com.lynx.service,com.lynx,
com.lynx.tasm,com.lynx,
com.lzf.easyfloat,com.lzf,
com.lzy.imagepicker,com.lzy,
com.lzy.okgo,com.lzy,
com.lzy.okserver,com.lzy,
com.machipopo.media17,com.machipopo,
com.machipopo.ui.view,com.machipopo,
com.magic.multi.theme.core,com.magic,
com.magiclab.aboutme,com.magiclab,
com.magiclab.ads,com.magiclab,
com.magiclab.filters,com.magiclab,
com.maidocha.account,com.maidocha,
com.maidocha.av,com.maidocha,
com.maidocha.basis,com.maidocha,
com.maidocha.common,com.maidocha,
com.maidocha.feedback,com.maidocha,
com.maidocha.game,com.maidocha,
com.maidocha.gift,com.maidocha,
com.maidocha.growth,com.maidocha,
com.maidocha.home.presentation,com.maidocha,
com.maidocha.im,com.maidocha,
com.maidocha.moment,com.maidocha,
com.maidocha.network,com.maidocha,
com.maidocha.pay,com.maidocha,
com.maidocha.statistics,com.maidocha,
com.maidocha.ui,com.maidocha,
com.maidocha.user,com.maidocha,
com.maidocha.webview,com.maidocha,
com.maidocha.zego,com.maidocha,
com.main.facedetect,com.main,
com.mammon.audiosdk,com.mammon,
com.maniaclabs.utility,com.maniaclabs,
com.maning.imagebrowserlibrary,com.maning,
com.maning.mndialoglibrary,com.maning,
com.manjuu.azurlane,com.manjuu,
com.mapbox.common,com.mapbox,
com.mapbox.geojson,com.mapbox,
com.mapbox.mapboxsdk,com.mapbox,
com.mapbox.maps,com.mapbox,
com.margelo.nitro,com.margelo,
com.mason.common,com.mason,
com.mason.contact,com.mason,
com.mason.discover,com.mason,
com.mason.libs,com.mason,
com.mason.message,com.mason,
com.mason.moment,com.mason,
com.mason.payment,com.mason,
com.mason.setting,com.mason,
com.mason.sign,com.mason,
com.mason.user,com.mason,
com.mason.websocket,com.mason,
com.masoudss.lib,com.masoudss,
com.maticoo.sdk,com.maticoo,
com.maxkeppeler.sheets.core,com.maxkeppeler,
com.maya.immodule,com.maya,
com.mazenrashed.logdnaandroidclient,com.mazenrashed,
com.mbridge.msdk,com.mbridge,
com.mcxtzhang.indexlib,com.mcxtzhang,
com.media17.libstreaming,com.media17,
com.mediastreamlib.audio,com.mediastreamlib,
com.mediastreamlib.peer,com.mediastreamlib,
com.mediastreamlib.video,com.mediastreamlib,
com.mediatek.magt,com.mediatek,
com.mediatek.networkpolicymanager.sdk,com.mediatek,
com.mediav.ak,com.mediav,
com.mediav.toponadapter,com.mediav,
com.meemo.kk_image,com.meemo,
com.meetme.broadcast,com.meetme,
com.meetme.gson.adapters,com.meetme,
com.meetme.util,com.meetme,
com.meetup.base,com.meetup,
com.meetup.data,com.meetup,
com.meetup.domain,com.meetup,
com.meetup.feature,com.meetup,
com.meetup.library,com.meetup,
com.meetup.organizer,com.meetup,
com.meetup.redesign,com.meetup,
com.meetup.shared,com.meetup,
com.meetup.subscription,com.meetup,
com.megvii.action.fmp.liveness.lib,com.megvii,
com.megvii.lv5.sdk,com.megvii,
com.megvii.meglive_sdk,com.megvii,
com.meihu.beauty,com.meihu,
com.meihu.kalle,com.meihu,
com.meishe.album,com.meishe,
com.meishe.asset,com.meishe,
com.meishe.autocaption,com.meishe,
com.meishe.common,com.meishe,
com.meishe.config.theme,com.meishe,
com.meishe.deep,com.meishe,
com.meishe.draft,com.meishe,
com.meishe.engine,com.meishe,
com.meishe.libbase,com.meishe,
com.meishe.module,com.meishe,
com.meishe.music,com.meishe,
com.meishe.net,com.meishe,
com.meishe.photo,com.meishe,
com.meishe.photo.dialog,com.meishe,
com.meishe.third,com.meishe,
com.meishe.track,com.meishe,
com.meituan.robust,com.meituan,
com.meizu.cloud,com.meizu,
com.meizu.media.livephoto,com.meizu,
com.melon.log,com.melon,
com.melon.playback,com.melon,
com.melon.playersdk,com.melon,
com.melot.analytics,com.melot,
com.melot.basic.pomelo,com.melot,
com.melot.engine,com.melot,
com.melot.fillmoney,com.melot,
com.melot.kkalphavideo,com.melot,
com.melot.kkcommon,com.melot,
com.melot.kkpush,com.melot,
com.melot.kkroom,com.melot,
com.melot.meshow,com.melot,
com.mengxiao.core,com.mengxiao,
com.messagingclient.deliverykit.mdcore,com.messagingclient,
com.meta.arfx.engine,com.meta,
com.meta.compose,com.meta,
com.meta.foa,com.meta,
com.meta.hera.engine,com.meta,
com.meta.metaai,com.meta,
com.meta.mfa,com.meta,
com.meta.trusteddevice,com.meta,
com.meta.warp.core.api.engine,com.meta,
com.meta.wearable,com.meta,
com.metaz.chatta,com.metaz,
com.metaztech.chatta,com.metaztech,
com.metaztech.feature,com.metaztech,
com.metaztech.setting,com.metaztech,
com.metica.ads,com.metica,
com.metica.internal,com.metica,
com.meverage.sdk,com.meverage,
com.mewe.account,com.mewe,
com.mewe.auth,com.mewe,
com.mewe.common,com.mewe,
com.mewe.component,com.mewe,
com.mewe.data,com.mewe,
com.mewe.domain,com.mewe,
com.mewe.feature,com.mewe,
com.mewe.feed.ui.screens,com.mewe,
com.mewe.image.widget,com.mewe,
com.mewe.model,com.mewe,
com.mewe.mycloud.component,com.mewe,
com.mewe.network,com.mewe,
com.mewe.store,com.mewe,
com.mewe.stories.component,com.mewe,
com.mewe.ui,com.mewe,
com.mewe.util,com.mewe,
com.mi.encrypt,com.mi,
com.mi.global,com.mi,
com.miHoYo.sdk,com.miHoYo,
com.miHoYo.support,com.miHoYo,
com.mica.baselib,com.mica,
com.mica.cs,com.mica,
com.mica.overseas,com.mica,
com.mica.sdk,com.mica,
com.mica.social,com.mica,
com.mico.amain,com.mico,
com.mico.apm,com.mico,
com.mico.biz,com.mico,
com.mico.cake,com.mico,
com.mico.common,com.mico,
com.mico.compose,com.mico,
com.mico.corelib,com.mico,
com.mico.data,com.mico,
com.mico.design,com.mico,
com.mico.feature,com.mico,
com.mico.framework,com.mico,
com.mico.gim,com.mico,
com.mico.gim.sdk,com.mico,
com.mico.image,com.mico,
com.mico.joystick,com.mico,
com.mico.libx,com.mico,
com.mico.libx.dns,com.mico,
com.mico.login,com.mico,
com.mico.main,com.mico,
com.mico.md,com.mico,
